FLIGHT_ID,CALLSIGN,OPERATOR,ICAO_ACTYPE,ADEP,DEST,TAS,RFL,TYPE_OF_TRANSPONDER,Date_Added,RUNWAY,GATE,STACK
20460711,TRA7C,TRA,B738,LEIB,EHAM,447,320.0,L,2023-11-27,18C,D54,RIVER
20460712,TFL758,TFL,B788,LTAI,EHAM,485,430.0,L,2023-11-27,18C,G06,ARTIP
20460713,TFL68A,TFL,B738,LGKO,EHAM,450,360.0,H,2023-11-27,18C,D12,ARTIP
20460715,PGT4DB,PGT,A20N,LTAN,EHAM,452,360.0,L,2023-11-27,18C,G07,ARTIP
20460717,TRA312E,TRA,B738,LGKR,EHAM,485,300.0,L,2023-11-27,18C,D44,RIVER
20460722,TFL812,TFL,B763,LTAI,EHAM,461,360.0,L,2023-11-27,18R,G09,ARTIP
20460723,TFL570,TFL,B763,GCLP,EHAM,455,280.0,H,2023-11-27,18R,D04,RIVER
20460725,CND326,CND,B738,LEIB,EHAM,446,380.0,L,2023-11-27,18R,D48,RIVER
20460726,CND318,CND,B738,LEPA,EHAM,450,380.0,L,2023-11-27,18R,D52,RIVER
20460728,TRA802,TRA,B738,LTFG,EHAM,452,340.0,L,2023-11-27,18R,E04,ARTIP
20460731,TRA246,TRA,B738,HEMA,EHAM,470,280.0,L,2023-11-27,18R,E17,ARTIP
20460734,PGT9PU,PGT,A20N,EHAM,LTAN,451,370.0,L,2023-11-27,,,
20460736,MNB312,MNB,A306,EGGW,EHAM,460,290.0,L,2023-11-27,18R,S74,SUGOL
20460737,TFL632,TFL,B738,LEPA,EHAM,447,380.0,L,2023-11-27,18R,D12,RIVER
20460742,ICE783,ICE,B752,EBLG,BIKF,458,380.0,L,2023-11-27,,,
20460743,TRA714,TRA,B738,LTAI,EHAM,449,260.0,L,2023-11-27,18R,E20,ARTIP
20460747,TRA863V,TRA,B738,EHAM,LGMT,439,350.0,L,2023-11-27,,,
20460748,TRA1138,TRA,B738,LTAI,EHAM,447,260.0,L,2023-11-27,18R,D52,ARTIP
20460751,UPS204,UPS,MD11,EDDK,KPHL,504,300.0,L,2023-11-27,,,
20460752,MPH8322,MPH,B744,HKJK,EHAM,508,320.0,S,2023-11-27,18R,S82,ARTIP
20460757,MNB312,MNB,A306,EHAM,LTBA,462,310.0,L,2023-11-27,,,
20460758,TRA5695,TRA,B738,EHAM,LGSM,442,350.0,L,2023-11-27,,,
20460760,TFL265,TFL,A320,EHAM,LGKO,446,350.0,H,2023-11-27,,,
20460761,UPS248,UPS,B763,EDDK,EIDW,446,340.0,L,2023-11-27,,,
20460765,TRA37B,TRA,B738,EHAM,LEIB,444,350.0,L,2023-11-27,,,
20460767,KLM576,KLM,A332,FNLU,EHAM,492,220.0,L,2023-11-27,18R,F07,RIVER
20460769,TRA5787,TRA,B738,EHAM,LGSA,445,370.0,L,2023-11-27,,,
20460772,CSN453,CSN,B77L,ZSPD,EHAM,482,276.0,L,2023-11-27,18R,R81,ARTIP
20460774,TRA8J,TRA,B738,EHAM,GCRR,451,360.0,L,2023-11-27,,,
20460775,UAE9753,UAE,B77L,HKJK,EHBK,492,330.0,L,2023-11-27,21,B2,
20460780,CND413,CND,B738,EHBK,LGKO,369,170.0,L,2023-11-27,,,
20460781,TRA32Y,TRA,B738,EHAM,LGSM,443,350.0,L,2023-11-27,,,
20460803,TRA6737,TRA,B737,EHAM,LGKC,437,370.0,L,2023-11-27,,,
20460805,TRA33J,TRA,B738,EHAM,LEPA,447,350.0,L,2023-11-27,,,
20460808,KLM569,KLM,B77W,HTDA,EHAM,493,340.0,L,2023-11-27,18C,F06,ARTIP
20460810,KLM536,KLM,A333,HUEN,EHAM,478,360.0,L,2023-11-27,18C,E75,ARTIP
20460813,KLM44R,KLM,B737,EDDT,EHAM,476,260.0,L,2023-11-27,18C,C06,ARTIP
20460814,TFL191,TFL,B738,EHAM,LGKR,444,370.0,L,2023-11-27,,,
20460816,CHH759,CHH,B788,ZGSZ,EBBR,501,370.0,L,2023-11-27,,,
20460817,KLM29E,KLM,B789,KIAD,EHAM,487,370.0,L,2023-11-27,18R,E06,SUGOL
20460822,TFL494,TFL,B738,GMTT,EHRD,461,360.0,L,2023-11-27,24,D2,
20460830,KLM646,KLM,B77W,KJFK,EHAM,485,350.0,L,2023-11-27,18R,F07,SUGOL
20460832,TRA5045,TRA,B738,EHAM,LGKO,440,350.0,L,2023-11-27,,,
20460838,KLM1351,KLM,E190,EHAM,EHAM,393,310.0,H,2023-11-27,18C,A62,ARTIP
20460843,TRA5643,TRA,B738,EHRD,LEAM,437,330.0,L,2023-11-27,,,
20460844,TRA44U,TRA,B737,EHRD,LIRF,438,390.0,L,2023-11-27,,,
20460846,TRA461C,TRA,B738,EHAM,LIPX,446,390.0,L,2023-11-27,,,
20460852,CND106,CND,B738,EHAM,LTBS,440,350.0,L,2023-11-27,,,
20460855,AUA37M,AUA,A320,EHAM,LOWW,400,310.0,H,2023-11-27,,,
20460861,CND497,CND,B738,EHAM,LGSM,440,350.0,L,2023-11-27,,,
20460867,TFL20H,TFL,B738,EHAM,GVBA,451,350.0,L,2023-11-27,,,
20460874,CFE4450,CFE,E170,EHRD,EGLC,391,180.0,S,2023-11-27,,,
20460881,KLM84X,KLM,E190,LFSB,EHAM,449,400.0,H,2023-11-27,18R,B24,RIVER
20460887,TRA60T,TRA,B737,EHRD,GCLP,435,330.0,L,2023-11-27,,,
20460893,TFL965,TFL,B763,EHAM,LCPH,449,350.0,L,2023-11-27,,,
20460900,KLM19U,KLM,B738,EHAM,LIRF,455,410.0,L,2023-11-27,,,
20460912,EJU92QV,EJU,A320,EHAM,LIRF,438,370.0,L,2023-11-27,,,
20460913,TRA21H,TRA,B737,EHRD,GMTA,434,330.0,L,2023-11-27,,,
20460915,DLH1XY,DLH,A320,EHAM,EDDM,430,350.0,H,2023-11-27,,,
20460917,EJU23MP,EJU,A319,EHAM,LIPX,438,390.0,L,2023-11-27,,,
20460921,EZY46AK,EZY,A319,EGGW,EHAM,460,230.0,L,2023-11-27,18R,H03,SUGOL
20460923,TFL51W,TFL,B738,EHAM,LBBG,445,370.0,H,2023-11-27,,,
20460931,DLH8PJ,DLH,A320,EDDM,EHAM,454,340.0,H,2023-11-27,18C,B13,ARTIP
20460934,HNL06A,HNL,A139,EHKD,EHJA,140,20.0,E,2023-11-27,,,
20460944,MPH6141,MPH,B744,EHAM,KMIA,494,300.0,L,2023-11-27,,,
20460950,KLM70X,KLM,E75L,ENVA,EHAM,433,380.0,L,2023-11-27,18R,A65,SUGOL
20460965,TFL48J,TFL,B763,EHAM,GCRR,451,380.0,H,2023-11-27,,,
20460966,TFL335,TFL,B788,EHAM,MUHG,487,360.0,L,2023-11-27,,,
20460967,ABW423,ABW,B748,UUDD,EHAM,487,320.0,L,2023-11-27,18C,S77,ARTIP
20460969,HNL11A,HNL,A139,EHQD,EHKD,140,30.0,E,2023-11-27,21,,
20460992,TFL295,TFL,B738,EHAM,LGRP,459,350.0,L,2023-11-27,,,
20461004,NJE3NX,NJE,E55P,EHAM,EGLF,409,240.0,H,2023-11-27,,,
20461007,LOG2LM,LOG,E135,EGNT,EBBR,339,310.0,S,2023-11-27,,,
20461008,BAW428,BAW,A20N,EGLL,EHAM,460,230.0,S,2023-11-27,18R,D28,SUGOL
20461022,VJT492,VJT,CL35,EHAM,LGKF,449,410.0,L,2023-11-27,,,
20461042,EZY7401,EZY,A319,EGMC,EHAM,460,190.0,L,2023-11-27,18R,H05,SUGOL
20461043,NJE700Y,NJE,C68A,EHAM,EDMO,439,370.0,L,2023-11-27,,,
20461066,EZY26KR,EZY,A20N,EGGD,EHAM,460,230.0,L,2023-11-27,18R,H01,SUGOL
20461072,KLM602,KLM,B772,KLAX,EHAM,485,350.0,L,2023-11-27,18R,E02,SUGOL
20461073,VLG8378,VLG,A320,LEST,EHAM,449,360.0,S,2023-11-27,18C,D12,RIVER
20461081,CLX7153,CLX,B744,HKJK,EHAM,502,320.0,L,2023-11-27,18C,S87,ARTIP
20461082,AEA35UZ,AEA,A332,LEMD,EHAM,465,360.0,L,2023-11-27,18R,G73,RIVER
20461093,SAS589,SAS,A20N,ESSA,EBBR,440,350.0,L,2023-11-27,,,
20461095,CFE1JB,CFE,E170,EGLC,EDDL,455,330.0,S,2023-11-27,,,
20461106,BCS36A,BCS,A306,EDDF,EGGW,450,220.0,H,2023-11-27,,,
20461110,SAS57B,SAS,A321,EKCH,EBBR,450,350.0,L,2023-11-27,,,
20461120,CFE88L,CFE,E170,EGLC,EHRD,398,190.0,S,2023-11-27,24,C1,
20461126,EZY87QB,EZY,A319,EHAM,EGGW,397,240.0,L,2023-11-27,,,
20461132,KLM702,KLM,B789,SAEZ,EHAM,487,390.0,L,2023-11-27,18R,E08,SUGOL
20461141,CFE9X,CFE,E170,EGLC,EHAM,450,190.0,S,2023-11-27,18R,D26,SUGOL
20461144,GTI5219,GTI,B748,KMIA,EHAM,490,230.0,L,2023-11-27,18R,S79,SUGOL
20461146,KLM592,KLM,B772,FAOR,EHAM,499,300.0,L,2023-11-27,18R,F05,RIVER
20461165,EWG8JM,EWG,A320,EGLL,EDDL,426,330.0,H,2023-11-27,,,
20461174,KLM1253,KLM,B739,EHAM,LFMN,449,370.0,L,2023-11-27,,,
20461189,SAS1553,SAS,B738,ESSA,EHAM,460,400.0,L,2023-11-27,18R,C14,ARTIP
20461190,IBK3538,IBK,B738,EKCH,EHAM,460,400.0,L,2023-11-27,18R,H04,ARTIP
20461191,DLH1ET,DLH,A20N,EDDF,EHAM,446,240.0,H,2023-11-27,18R,B15,ARTIP
20461196,UAE9978,UAE,B77L,EHBK,EDDF,348,190.0,L,2023-11-27,,,
20461213,KLM741,KLM,B789,SKCG,EHAM,487,390.0,L,2023-11-27,18R,E06,SUGOL
20461218,BEL7YG,BEL,A319,EBBR,ESGG,453,390.0,H,2023-11-27,,,
20461219,KLM31,KLM,B789,EHAM,CYYZ,489,380.0,L,2023-11-27,,,
20461221,KLM33Z,KLM,E75L,EHAM,EIDW,439,360.0,L,2023-11-27,,,
20461229,CSN479,CSN,B77L,EHAM,ZUCK,493,290.0,L,2023-11-27,,,
20461238,EZY98QD,EZY,A319,EHAM,EGMC,369,200.0,L,2023-11-27,,,
20461242,SAS66A,SAS,B737,ENGM,EBBR,440,330.0,L,2023-11-27,,,
20461245,CFE8WH,CFE,E190,EGLC,EHAM,460,210.0,S,2023-11-27,18R,D16,SUGOL
20461248,CFE9CR,CFE,E170,EHRD,EGLC,391,180.0,S,2023-11-27,,,
20461251,TFL12W,TFL,B738,EHRD,GCTS,459,350.0,L,2023-11-27,,,
20461259,TFL721,TFL,B738,EHEH,LTAI,449,370.0,L,2023-11-27,,,
20461262,EZY57CZ,EZY,A20N,EHAM,EGGD,404,280.0,L,2023-11-27,,,
20461269,MPH8141,MPH,B744,EHAM,HECA,495,330.0,S,2023-11-27,,,
20461281,BAW429,BAW,A20N,EHAM,EGLL,368,240.0,S,2023-11-27,,,
20461290,VLG8379,VLG,A320,EHAM,LEST,453,330.0,S,2023-11-27,,,
20461298,RYR7LD,RYR,B738,EHEH,LDZD,358,230.0,S,2023-11-27,,,
20461318,AZA108,AZA,A321,LIRF,EHAM,454,360.0,L,2023-11-27,18C,C08,ARTIP
20461326,AEE624,AEE,A320,LGAV,EHAM,460,340.0,S,2023-11-27,18C,B13,RIVER
20461327,SAS54D,SAS,A20N,EBBR,ESSA,450,370.0,L,2023-11-27,,,
20461328,TRA76P,TRA,B738,LEIB,EHAM,447,380.0,L,2023-11-27,18C,C13,RIVER
20461341,TSC360,TSC,A332,CYYZ,EHAM,470,350.0,L,2023-11-27,18R,G07,SUGOL
20461351,KLM571,KLM,B78X,EHAM,HTKJ,495,350.0,L,2023-11-27,,,
20461352,CFE8496,CFE,E170,EHAM,EGLC,403,200.0,S,2023-11-27,,,
20461354,TRA26Y,TRA,B738,LIPX,EHAM,444,260.0,L,2023-11-27,18C,C09,ARTIP
20461358,SAS594,SAS,A321,EBBR,EKCH,440,350.0,L,2023-11-27,,,
20461366,TFL364,TFL,B788,TNCC,EHAM,487,410.0,L,2023-11-27,18R,G05,SUGOL
20461375,FHM4052,FHM,A320,GMMW,EHRD,452,380.0,H,2023-11-27,24,C1,
20461392,KLM792,KLM,B772,SBGR,EHAM,485,370.0,L,2023-11-27,18R,F04,SUGOL
20461403,EJM718,EJM,F900,UMMS,EHAM,461,430.0,S,2023-11-27,22,GL,ARTIP
20461417,IBK3539,IBK,B738,EHAM,EKCH,435,350.0,L,2023-11-27,,,
20461418,SAS556,SAS,B738,EHAM,ESSA,440,370.0,L,2023-11-27,,,
20461428,EJU85HU,EJU,A319,LIPX,EHAM,439,380.0,L,2023-11-27,18C,H06,ARTIP
20461431,AEA1098,AEA,A332,EHAM,LEMD,457,350.0,L,2023-11-27,,,
20461441,TRA186Q,TRA,B738,LGMT,EHAM,448,140.0,L,2023-11-27,18C,C04,ARTIP
20461443,TFL267,TFL,B738,EHEH,LGKO,449,370.0,L,2023-11-27,,,
20461446,MMD1938,MMD,PC12,EKSB,EGKB,279,240.0,L,2023-11-27,,,
20461448,RCH935,RCH,K35R,XMEI,ETNG,466,350.0,H,2023-11-27,27,,
20461453,NWG483A,NWG,B350,ENGM,EBBR,270,260.0,S,2023-11-27,,,
20461456,DLH1A,DLH,A20N,EHAM,EDDF,419,230.0,H,2023-11-27,,,
20461469,KLM696,KLM,B772,CYYZ,EHAM,485,370.0,L,2023-11-27,18R,F03,SUGOL
20461482,CFE93PN,CFE,E190,EHAM,EGLC,403,200.0,S,2023-11-27,,,
20461485,EJU83VZ,EJU,A320,LEPA,EHAM,460,330.0,L,2023-11-27,18R,H02,SUGOL
20461493,SAS4744,SAS,B737,EBBR,ENGM,430,390.0,L,2023-11-27,,,
20461506,EWG7WM,EWG,A333,KJFK,EDDL,462,390.0,H,2023-11-27,,,
20461523,KLM1613,KLM,B738,EHAM,LTFM,450,370.0,L,2023-11-27,,,
20461527,TRA36G,TRA,B737,LIRF,EHRD,436,380.0,L,2023-11-27,24,D3,
20461541,NJE418T,NJE,E55P,LSGG,EHEH,444,300.0,H,2023-11-27,21,,
20461557,FAF6441,FAF,AJET,EHLW,LFOT,345,400.0,C,2023-11-27,,,
20461559,CAI6B,CAI,B738,LTAI,EHAM,448,340.0,L,2023-11-27,18R,G02,ARTIP
20461560,FAF6442,FAF,AJET,EHLW,LFOT,345,400.0,C,2023-11-27,,,
20461561,FAF6443,FAF,AJET,EHLW,LFOT,345,400.0,C,2023-11-27,,,
20461562,FAF6444,FAF,AJET,EHLW,LFOT,345,400.0,C,2023-11-27,,,
20461570,KLM46G,KLM,B738,LIRF,EHAM,453,340.0,L,2023-11-27,18R,C06,RIVER
20461575,EJU81BA,EJU,A320,LIRF,EHAM,444,220.0,L,2023-11-27,18R,H03,RIVER
20461599,ABW428,ABW,B748,EHAM,UUEE,417,350.0,L,2023-11-27,,,
20461605,AZA107,AZA,A321,EHAM,LIRF,452,390.0,L,2023-11-27,,,
20461606,TRA5281,TRA,B737,EHEH,EPKK,366,230.0,L,2023-11-27,,,
20461608,KLM765,KLM,A333,EHAM,TNCA,483,280.0,L,2023-11-27,,,
20461611,DAL9901,DAL,B764,EDDL,KATL,475,300.0,L,2023-11-27,,,
20461623,SAS823,SAS,CRJ9,ENGM,EHAM,459,400.0,H,2023-11-27,18C,C14,ARTIP
20461626,TRA5696,TRA,B738,LGSM,EHAM,359,140.0,L,2023-11-27,18C,D56,ARTIP
20461632,CPA014,CPA,B748,EDDF,EHAM,413,220.0,L,2023-11-27,18C,S77,ARTIP
20461644,FHM4023,FHM,A320,EHRD,EHEH,286,90.0,H,2023-11-27,21,,
20461647,HNL17A,HNL,A139,EHFB,EHKD,140,30.0,E,2023-11-27,21,,
20461648,TRA6626,TRA,B738,LEAL,EHEH,460,380.0,L,2023-11-27,21,,
20461669,VJT426,VJT,CL35,EGLF,EDDK,450,230.0,L,2023-11-27,,,
20461675,EJU97QM,EJU,A319,EHAM,EGPF,449,380.0,L,2023-11-27,,,
20461676,TFL52W,TFL,A320,LGKO,EHRD,450,340.0,H,2023-11-27,24,B2,
20461685,TRA5788,TRA,B738,LGSA,EHAM,452,360.0,L,2023-11-27,18C,D52,ARTIP
20461692,RYR360M,RYR,B738,EGSS,EPWR,450,230.0,S,2023-11-27,,,
20461694,KLM183,KLM,B789,EHAM,KSFO,489,360.0,L,2023-11-27,,,
20461698,TRA1565,TRA,B738,EHAM,LGKO,445,370.0,L,2023-11-27,,,
20461704,CLX53B,CLX,B744,TJBQ,EHAM,490,350.0,L,2023-11-27,18R,S82,SUGOL
20461714,EWG2180,EWG,A320,EDDS,EHAM,418,240.0,H,2023-11-27,18C,B35,ARTIP
20461718,EWG1188,EWG,A332,EDDL,MUHA,464,300.0,L,2023-11-27,,,
20461719,KLM25N,KLM,B737,EHAM,LICC,451,410.0,L,2023-11-27,,,
20461720,KLM946,KLM,E75L,EIDW,EHAM,450,370.0,L,2023-11-27,18C,A45,SUGOL
20461723,TFL192,TFL,B738,LGKR,EHAM,449,380.0,L,2023-11-27,18C,D12,ARTIP
20461724,BEL27A,BEL,A319,ESGG,EBBR,463,330.0,H,2023-11-27,,,
20461725,KLM58C,KLM,B738,LSZH,EHAM,396,180.0,L,2023-11-27,18R,C11,RIVER
20461726,TRA5644,TRA,B738,LEAM,EHRD,449,380.0,L,2023-11-27,24,D2,
20461728,KLM1640,KLM,E190,LIRQ,EHAM,414,300.0,H,2023-11-27,18C,A31,ARTIP
20461729,TRA6N,TRA,B738,EHRD,LEPA,440,330.0,L,2023-11-27,,,
20461740,KLM539,KLM,A332,EHAM,HRYR,479,350.0,L,2023-11-27,,,
20461751,CLX52E,CLX,B744,EHAM,ELLX,399,210.0,L,2023-11-27,,,
20461771,TSC361,TSC,A332,EHAM,CYYZ,470,380.0,L,2023-11-27,,,
20461786,BEE8MP,BEE,B462,EDDL,EGNM,389,280.0,S,2023-11-27,,,
20461799,TRA1616,TRA,B738,LGSM,EHAM,446,140.0,L,2023-11-27,18R,D41,ARTIP
20461809,CND414,CND,B738,LGKO,EHAM,474,320.0,L,2023-11-27,18R,C04,ARTIP
20461822,KLM706,KLM,B789,SBGL,EHAM,487,370.0,L,2023-11-27,18R,F09,SUGOL
20461827,KLM1254,KLM,B739,LFMN,EHAM,452,340.0,L,2023-11-27,18R,C09,RIVER
20461833,HNL25B,HNL,A139,EHGQ,EHKD,140,30.0,E,2023-11-27,21,,
20461843,TRA5F,TRA,B737,GMTA,EHRD,357,180.0,L,2023-11-27,24,C1,
20461845,KLM64Y,KLM,E190,LIRQ,EHAM,414,300.0,H,2023-11-27,18R,A32,ARTIP
20461850,SAS824,SAS,CRJ9,EHAM,ENGM,452,370.0,H,2023-11-27,,,
20461851,NAX1495,NAX,B738,LFPG,ENGM,386,240.0,L,2023-11-27,,,
20461862,TFL71H,TFL,A320,EHAM,LGKP,446,370.0,S,2023-11-27,,,
20461867,VLG736H,VLG,A320,LEBL,EHAM,447,340.0,S,2023-11-27,18R,B35,RIVER
20461872,GWI6903,GWI,DH8D,EGTE,EDDL,315,230.0,S,2023-11-27,,,
20461876,FHM4024,FHM,A320,EHEH,EHRD,258,100.0,H,2023-11-27,24,B1,
20461893,HNL45A,HNL,A139,EHKV,EHKD,140,30.0,E,2023-11-27,21,,
20461907,BEE1PK,BEE,E195,EGBB,EHAM,425,130.0,H,2023-11-27,18R,D22,SUGOL
20461920,NJE7TV,NJE,C68A,LOWS,EHRD,452,300.0,L,2023-11-27,24,JA,
20461934,TRA6842,TRA,B738,LGKO,EHRD,452,360.0,L,2023-11-27,24,A3,
20461943,CND498,CND,B738,LGSM,EHAM,456,380.0,L,2023-11-27,18C,D57,ARTIP
20461948,RYR1AU,RYR,B738,LDZD,EHEH,442,220.0,S,2023-11-27,21,,
20461956,TFL367,TFL,B788,EHAM,TNCC,489,360.0,L,2023-11-27,,,
20461978,THY6305,THY,A332,EHBK,LTBA,330,150.0,L,2023-11-27,,,
20461981,TRA86H,TRA,B738,GCRR,EHAM,453,320.0,L,2023-11-27,18R,C16,RIVER
20461988,CAO1033,CAO,B77L,ZSPD,EHAM,485,260.0,L,2023-11-27,18C,S96,ARTIP
20461992,XRO240,XRO,F900,EHAM,LEIB,469,390.0,S,2023-11-27,,,
20461997,LCO1509,LCO,B763,EBBR,EKCH,454,390.0,L,2023-11-27,,,
20462002,KLM427,KLM,B772,EHAM,OMDB,491,330.0,L,2023-11-27,,,
20462012,KLM78T,KLM,E190,LIPE,EHAM,444,400.0,L,2023-11-27,18R,A54,RIVER
20462015,KLM7906,KLM,DA42,EDDV,EHGG,140,80.0,S,2023-11-27,23,,
20462022,TRA6464,TRA,B738,LGMK,EHAM,453,400.0,L,2023-11-27,18R,D53,RIVER
20462026,QTR8139,QTR,B77L,ELLX,KORD,422,180.0,S,2023-11-27,,,
20462037,KLM1115,KLM,B738,EHAM,ESSA,455,370.0,L,2023-11-27,,,
20462041,KLM862,KLM,B772,RJAA,EHAM,500,260.0,L,2023-11-27,18C,E05,ARTIP
20462046,HNL63D,HNL,A139,EHFQ,EHKD,140,30.0,E,2023-11-27,21,,
20462050,TFL34J,TFL,A346,EGHH,EHAM,470,300.0,E,2023-11-27,18R,J86,SUGOL
20462052,NWG484A,NWG,B350,EBBR,ENGM,270,270.0,S,2023-11-27,,,
20462057,CND105,CND,B738,LTBS,EHAM,453,360.0,L,2023-11-27,18C,B17,ARTIP
20462059,CND415,CND,B738,EHAM,LGKO,461,350.0,L,2023-11-27,,,
20462060,TRA2595,TRA,B737,EHRD,GMMW,429,330.0,L,2023-11-27,,,
20462079,KLM1947,KLM,B739,EHAM,LDSP,451,350.0,L,2023-11-27,,,
20462085,CLX53B,CLX,B744,EHAM,ELLX,437,210.0,L,2023-11-27,,,
20462087,HNL14A,HNL,A139,EHPG,EHKD,140,30.0,E,2023-11-27,,,
20462089,NAF322,NAF,F16,XHDX,EHLW,486,220.0,S,2023-11-27,,,
20462094,TRA5411,TRA,B738,EHEH,LGZA,353,190.0,L,2023-11-27,,,
20462095,CND517,CND,B738,EHBK,LWOH,366,170.0,L,2023-11-27,,,
20462100,TRA737H,TRA,B737,LGKL,EHAM,392,400.0,L,2023-11-27,18R,D47,RIVER
20462128,KLM33Y,KLM,B739,EHAM,ENBR,464,370.0,L,2023-11-27,,,
20462136,SRN076,SRN,SF34,EKCH,EGNJ,270,220.0,S,2023-11-27,,,
20462155,VLG83PW,VLG,A320,EHAM,LEBL,452,350.0,S,2023-11-27,,,
20462166,TFL269,TFL,A320,EHRD,LGKO,448,330.0,H,2023-11-27,,,
20462172,EJU68WE,EJU,A319,EGPF,EHAM,460,350.0,L,2023-11-27,18R,H02,SUGOL
20462184,ETD904,ETD,B77L,OMAA,EHAM,498,340.0,S,2023-11-27,18C,R81,ARTIP
20462185,TIE594S,TIE,BE40,EHEH,LPCS,423,400.0,H,2023-11-27,,,
20462190,EZS1043,EZS,A319,LFSB,EHAM,426,220.0,L,2023-11-27,18R,H01,RIVER
20462191,GTI5219,GTI,B748,EHAM,VHHH,405,370.0,L,2023-11-27,,,
20462206,ABW402,ABW,B748,KDFW,EHAM,490,310.0,L,2023-11-27,18R,S77,SUGOL
20462212,KLM1038,KLM,B738,LEMG,EHAM,450,380.0,L,2023-11-27,18R,C13,SUGOL
20462214,CND493,CND,B738,EHAM,LBBG,443,370.0,L,2023-11-27,,,
20462218,TFL47W,TFL,B738,LGRP,EHRD,462,320.0,L,2023-11-27,24,A3,
20462223,WHS3AC,WHS,A139,EHHJ,EDWE,140,0.0,S,2023-11-27,,,
20462237,TFL966,TFL,B763,LCPH,EHAM,455,240.0,L,2023-11-27,18R,D02,ARTIP
20462240,TRA421R,TRA,B738,EHAM,LGRP,447,370.0,L,2023-11-27,,,
20462242,BEE4JB,BEE,E195,EHAM,EGBB,455,340.0,H,2023-11-27,,,
20462246,TFL116,TFL,B738,LBWN,EHAM,448,380.0,H,2023-11-27,18R,D10,ARTIP
20462248,THY6309,THY,A332,LTBA,EHAM,461,380.0,L,2023-11-27,18R,S94,ARTIP
20462250,TRA841U,TRA,B738,EHRD,LGKO,445,370.0,L,2023-11-27,,,
20462252,TRA6521,TRA,B738,EHAM,GCLP,453,360.0,L,2023-11-27,,,
20462261,KLM925,KLM,E75L,EHAM,EGPE,401,300.0,L,2023-11-27,,,
20462264,TRA45Y,TRA,B737,EPKK,EHEH,359,280.0,L,2023-11-27,21,,
20462267,TRA3Z,TRA,B737,GCLP,EHRD,444,380.0,L,2023-11-27,24,C1,
20462272,TRA70N,TRA,B738,EHRD,LEMG,439,330.0,L,2023-11-27,,,
20462273,EWG28W,EWG,A320,EDDL,LPPR,457,370.0,H,2023-11-27,,,
20462277,HSO42J,HSO,A139,EHHW,EDWE,140,0.0,S,2023-11-27,,,
20462289,EZY89GA,EZY,A319,EGCC,EHAM,460,270.0,L,2023-11-27,18R,H05,SUGOL
20462295,CPA014,CPA,B748,EHAM,VIDP,494,310.0,L,2023-11-27,,,
20462300,TRA305,TRA,B738,EHAM,LTFE,445,370.0,L,2023-11-27,,,
20462319,BAW2LT,BAW,A320,EGLL,EDDL,432,330.0,S,2023-11-27,,,
20462330,SWT7016,SWT,E120,EDDV,EHAM,270,220.0,S,2023-11-27,18R,A52,ARTIP
20462332,TRA347,TRA,B738,EHAM,LTFG,446,370.0,L,2023-11-27,,,
20462333,TRA40A,TRA,B738,EHAM,LEZL,447,350.0,L,2023-11-27,,,
20462335,TRA1A,TRA,B737,EHAM,LICC,432,370.0,L,2023-11-27,,,
20462336,BEE1GV,BEE,B462,EGNM,EDDL,389,230.0,S,2023-11-27,,,
20462343,EZS86HF,EZS,A319,EHAM,LFSB,410,330.0,L,2023-11-27,,,
20462345,EJU63WL,EJU,A319,EHAM,LEIB,440,370.0,L,2023-11-27,,,
20462354,KLM75K,KLM,B737,EHAM,LEBL,445,390.0,L,2023-11-27,,,
20462356,KLM32N,KLM,B738,EHAM,EDDH,417,270.0,L,2023-11-27,,,
20462367,THY9SY,THY,A333,LTFM,EHAM,466,400.0,L,2023-11-27,18R,E20,ARTIP
20462378,TFL949,TFL,B738,EHAM,HEGN,446,350.0,L,2023-11-27,,,
20462382,EJU7939,EJU,A319,EHAM,LIMC,425,350.0,L,2023-11-27,,,
20462384,KLM1029,KLM,E190,EHAM,EGLL,392,240.0,H,2023-11-27,,,
20462386,KLM1261,KLM,E75L,EHAM,LFMN,413,370.0,L,2023-11-27,,,
20462401,FXT608,FXT,CL60,EHRD,EKBI,477,290.0,H,2023-11-27,,,
20462402,CND193,CND,B738,EHAM,LICC,434,370.0,L,2023-11-27,,,
20462408,KLM26C,KLM,B739,EHAM,LIMC,444,350.0,L,2023-11-27,,,
20462424,TRA38K,TRA,B737,EHRD,LEAL,427,330.0,L,2023-11-27,,,
20462430,MPH7122,MPH,B744,KMIA,EHAM,490,370.0,L,2023-11-27,18R,S82,SUGOL
20462435,ABW451,ABW,B744,UUEE,EHAM,489,340.0,L,2023-11-27,18C,S74,ARTIP
20462455,VLG73SB,VLG,A20N,LEBL,EHAM,454,360.0,S,2023-11-27,18R,B17,RIVER
20462456,BEE8EK,BEE,E75S,EDDL,EGCC,426,380.0,H,2023-11-27,,,
20462462,FIN38U,FIN,A319,EFHK,EBBR,456,350.0,L,2023-11-27,,,
20462466,TRA41K,TRA,B737,EHEH,LEVC,428,330.0,L,2023-11-27,,,
20462477,SAS4745,SAS,CRJ9,ENGM,EBBR,459,390.0,H,2023-11-27,,,
20462483,HTM08H,HTM,EC35,EDWS,EDWS,120,0.0,E,2023-11-27,,,
20462485,KLM1460,KLM,E75L,LFRS,EHAM,405,340.0,L,2023-11-27,27,A51,RIVER
