FLIGHT_ID,CALLSIGN,OPERATOR,ICAO_ACTYPE,ADEP,DEST,TAS,RFL,TYPE_OF_TRANSPONDER,Date_Added,RUNWAY,GATE,STACK
20501977,TFL58H,TFL,A320,EHAM,LGKO,449,370.0,S,2023-11-27,,,
20502032,SVA933D,SVA,B77L,OEJN,EHAM,507,320.0,H,2023-11-27,06,S96,ARTIP
20502043,PNX515,PNX,JS32,EHGG,EKCH,266,150.0,S,2023-11-27,,,
20502070,FOO884E,FOO,A321,EHAM,LEBL,450,350.0,S,2023-11-27,,,
20502078,SAS550,SAS,A20N,EHAM,EKCH,440,390.0,L,2023-11-27,,,
20502080,NJE512Y,NJE,C68A,EHAM,LEIB,442,350.0,L,2023-11-27,,,
20502093,KLM672,KLM,A333,CYUL,EHAM,470,410.0,L,2023-11-27,06,D47,SUGOL
20502114,KLM38H,KLM,B738,LIPZ,EHAM,445,300.0,L,2023-11-27,06,B15,RIVER
20502135,DLH1XY,DLH,A321,EHAM,EDDM,443,350.0,H,2023-11-27,,,
20502156,WGT8H,WGT,FA7X,EHAM,ETSI,499,310.0,L,2023-11-27,,,
20502170,FIN46V,FIN,E190,EBBR,EFHK,447,390.0,S,2023-11-27,,,
20502176,DAL178,DAL,B763,KPDX,EHAM,460,350.0,L,2023-11-27,06,D04,SUGOL
20502201,AWC371Y,AWC,B752,EGSS,EHEH,450,190.0,L,2023-11-27,03,,
20502264,NJE024R,NJE,F2TH,EHAM,LEIB,480,350.0,H,2023-11-27,,,
20502291,BEE8AL,BEE,E195,EGBB,EHAM,425,130.0,H,2023-11-27,06,A54,SUGOL
20502294,THY1TN,THY,B77W,LTFM,EHAM,484,360.0,L,2023-11-27,06,G04,ARTIP
20502305,ECA1C,ECA,C25A,EHAM,EGKB,373,200.0,S,2023-11-27,,,
20502322,BAW936,BAW,A320,EGLL,EDDL,439,330.0,S,2023-11-27,,,
20502338,SAS57B,SAS,A319,EKCH,EBBR,430,350.0,L,2023-11-27,,,
20502356,GES541V,GES,C680,LEIB,EHAM,436,400.0,H,2023-11-27,36R,GL,RIVER
20502367,SAS821,SAS,A20N,ENGM,EHAM,440,380.0,L,2023-11-27,06,C16,ARTIP
20502373,MPH8911,MPH,B744,EHAM,HECA,490,390.0,S,2023-11-27,,,
20502385,NAF46,NAF,DC10,EHEH,OMDM,479,350.0,H,2023-11-27,,,
20502398,KLM1253,KLM,B737,EHAM,LFMN,448,410.0,L,2023-11-27,,,
20502417,CLX53J,CLX,B748,TJBQ,EHAM,490,310.0,L,2023-11-27,06,S84,SUGOL
20502427,PNX516,PNX,JS32,EKCH,EHGG,267,160.0,S,2023-11-27,05,L,
20502453,HKS306B,HKS,EC75,EGPD,EHKD,145,30.0,E,2023-11-27,03,,
20502458,BIO03,BIO,P68,EDXJ,EDXJ,120,18.0,S,2023-11-27,,,
20502476,NMA9900,NMA,A320,LEBL,EHWO,441,180.0,S,2023-11-27,07,,
20502508,AWC711,AWC,B752,EHEH,LRSB,455,370.0,L,2023-11-27,,,
20502536,NJE9GP,NJE,CL35,EHAM,LFPB,415,190.0,H,2023-11-27,,,
20502539,BEE6AB,BEE,E195,EHAM,EGBB,455,340.0,H,2023-11-27,,,
20502578,AHO344F,AHO,C56X,EHRD,LFMD,430,350.0,H,2023-11-27,,,
20502593,SAS594,SAS,A319,EBBR,EKCH,440,370.0,L,2023-11-27,,,
20502600,IBS37UJ,IBS,A320,LEMD,EHAM,460,360.0,S,2023-11-27,06,B15,SUGOL
20502606,SAS822,SAS,A20N,EHAM,ENGM,444,390.0,L,2023-11-27,,,
20502620,XRO503,XRO,C680,EHTW,EDDG,300,100.0,S,2023-11-27,,,
20502623,DAL179,DAL,B763,EHAM,KPDX,466,320.0,L,2023-11-27,,,
20502632,CFE4454,CFE,E190,EHRD,EGLC,394,180.0,S,2023-11-27,,,
20502638,PCT505,PCT,D228,ETMN,ETMN,160,20.0,S,2023-11-27,,,
20502651,BAW937,BAW,A320,EDDL,EGLL,439,320.0,S,2023-11-27,,,
20502714,THY4EH,THY,B77W,EHAM,LTFM,461,310.0,L,2023-11-27,,,
20502730,FOO8319,FOO,A321,LEBL,EHAM,446,340.0,S,2023-11-27,06,B13,RIVER
20502747,RCH152,RCH,C5,PAED,ETAD,457,230.0,S,2023-11-27,,,
20502825,COW01,COW,BE20,EHRD,EHRD,271,220.0,S,2023-11-27,06,,
20502826,AZE39QA,AZE,E50P,LSZH,EHAM,373,360.0,H,2023-11-27,04,GL,RIVER
20502828,ICE68L,ICE,B763,BIKF,EBBR,462,330.0,H,2023-11-27,,,
20502845,SUS9097,SUS,J328,EGCC,LFQQ,381,330.0,S,2023-11-27,,,
20502853,VJT449,VJT,CL35,EFHK,EHAM,442,400.0,L,2023-11-27,36R,GL,ARTIP
20502884,NJE716F,NJE,E55P,EHRD,LPFR,437,330.0,H,2023-11-27,,,
20502903,KLM790,KLM,A332,TNCC,EHAM,470,210.0,L,2023-11-27,06,E17,SUGOL
20502917,TFL58H,TFL,A320,LGKO,EHAM,457,360.0,S,2023-11-27,36R,B31,ARTIP
20502924,EZY1837,EZY,A320,EGCC,EHAM,460,270.0,L,2023-11-27,06,H02,SUGOL
20502928,KLM1695,KLM,B739,EHAM,LPPT,457,350.0,L,2023-11-27,,,
20502945,AZE31QA,AZE,E50P,EHAM,LSGG,378,330.0,H,2023-11-27,,,
20502962,NJE124H,NJE,F2TH,EHBK,LGKR,471,410.0,H,2023-11-27,,,
20502966,BPA8138,BPA,B738,LCLK,EHRD,461,360.0,S,2023-11-27,06,C3,
20502970,KLM1652,KLM,B738,LIPZ,EHAM,446,220.0,L,2023-11-27,06,C13,RIVER
20502988,RAM8669,RAM,A320,EHAM,GMFO,455,340.0,S,2023-11-27,,,
20502992,TRA6464,TRA,B737,LGMK,EHAM,447,380.0,L,2023-11-27,36R,D52,ARTIP
20503006,CFE4477,CFE,E190,EGLC,EHRD,400,190.0,S,2023-11-27,06,A3,
20503015,BAF190,BAF,F260,EHEH,EBBE,150,30.0,S,2023-11-27,,,
20503032,CND194,CND,B738,LICC,EHAM,456,380.0,L,2023-11-27,06,D12,ARTIP
20503041,NJE634U,NJE,C68A,EDDH,EHAM,446,260.0,L,2023-11-27,36R,GL,ARTIP
20503051,KLM1254,KLM,B737,LFMN,EHAM,422,280.0,L,2023-11-27,06,C09,RIVER
20503073,SAS51P,SAS,A319,EKCH,EHAM,440,260.0,L,2023-11-27,06,C10,ARTIP
20503077,NJE255P,NJE,F2TH,EHBK,LGKR,471,410.0,H,2023-11-27,,,
20503092,TRA722,TRA,B738,LTBS,EHAM,454,360.0,L,2023-11-27,06,E04,RIVER
20503107,FOO799H,FOO,A321,EHAM,LIMC,448,370.0,S,2023-11-27,,,
20503111,NJE213T,NJE,C56X,EDDK,EGPE,415,400.0,H,2023-11-27,,,
20503114,GES541V,GES,C680,EHAM,LFMN,436,390.0,H,2023-11-27,,,
20503130,VCG1WD,VCG,C56X,EGKB,EHAM,420,210.0,S,2023-11-27,04,GL,SUGOL
20503135,FLJ51,FLJ,BE40,LSGG,EHAM,448,380.0,L,2023-11-27,04,GL,RIVER
20503145,KLM610,KLM,B77W,KSLC,EHAM,485,350.0,L,2023-11-27,06,F08,SUGOL
20503150,SVA934D,SVA,B77L,EHAM,OEJN,493,330.0,H,2023-11-27,,,
20503172,CFE53Y,CFE,E190,EHRD,EGLC,394,180.0,S,2023-11-27,,,
20503182,BAW939,BAW,A320,EDDL,EGLL,444,320.0,S,2023-11-27,,,
20503195,CLX53J,CLX,B748,EHAM,ELLX,421,210.0,L,2023-11-27,,,
20503206,EWG9XG,EWG,A319,EDDL,EGCC,447,360.0,E,2023-11-27,,,
20503222,KLM877,KLM,B77W,EHAM,VABB,504,310.0,L,2023-11-27,,,
20503227,DLH6LL,DLH,A319,EDDM,EHAM,446,340.0,H,2023-11-27,36R,B13,ARTIP
20503245,AXG2629,AXG,C750,LRIA,EHRD,507,430.0,S,2023-11-27,06,JA,
20503253,QTR8201,QTR,B77L,OTHH,EHAM,412,180.0,S,2023-11-27,06,S87,ARTIP
20503269,VJT503,VJT,CL60,EHEH,LIEO,448,390.0,L,2023-11-27,,,
20503292,NJE421B,NJE,C68A,LEMH,EHAM,450,320.0,L,2023-11-27,36R,GL,RIVER
20503300,KKK7SN,KKK,A321,EGSS,LTFM,423,350.0,S,2023-11-27,,,
20503312,SAS54P,SAS,A319,EHAM,EKCH,440,370.0,L,2023-11-27,,,
20503337,RYR8XK,RYR,B738,EKAH,EGSS,370,340.0,S,2023-11-27,,,
20503339,EUW9310,EUW,E35L,EGLF,EDLP,436,370.0,S,2023-11-27,,,
20503342,RCH311,RCH,C17,ETAD,KDOV,445,300.0,L,2023-11-27,,,
20503347,AZG9780,AZG,B748,EHBK,EGPK,447,190.0,L,2023-11-27,,,
20503354,JEI313,JEI,LJ35,LFMP,EHAM,432,400.0,S,2023-11-27,04,GL,RIVER
20503356,VJT534,VJT,CL60,EHAM,LFTH,441,350.0,L,2023-11-27,,,
20503359,AMC386,AMC,A319,LMML,EHAM,451,380.0,S,2023-11-27,36R,B23,RIVER
20503399,JAF076F,JAF,MD82,EKBI,EBBR,444,340.0,S,2023-11-27,,,
20503419,PCT506,PCT,D228,ETMN,ETMN,160,0.0,S,2023-11-27,,,
20503431,VCG2WD,VCG,C56X,EHAM,LFRO,435,400.0,S,2023-11-27,,,
20503445,EZY15MZ,EZY,A320,EHAM,EGCC,356,280.0,L,2023-11-27,,,
20503458,EZY93CB,EZY,A20N,EGKK,EHAM,460,230.0,L,2023-11-27,06,H07,SUGOL
20503472,DLH7FP,DLH,A319,EHAM,EDDM,447,350.0,H,2023-11-27,,,
20503485,SAS1593,SAS,A320,EKCH,EBBR,450,330.0,L,2023-11-27,,,
20503489,EDG80,EDG,GLF5,EHRD,EDDB,482,330.0,H,2023-11-27,,,
20503498,BEL6YR,BEL,CRJ9,EBBR,EKCH,452,350.0,H,2023-11-27,,,
20503504,OSY33T,OSY,AN30,ESDF,LFOJ,230,180.0,S,2023-11-27,,,
20503513,HNL33A,HNL,EC75,EHKD,EHLL,140,20.0,E,2023-11-27,,,
20503516,JEI212,JEI,LJ35,LXGB,EHAM,434,400.0,S,2023-11-27,36R,GL,RIVER
20503517,FIN8MZ,FIN,E190,EFHK,EBBR,446,370.0,S,2023-11-27,,,
20503527,SAS1549,SAS,A321,EKCH,EHAM,450,260.0,L,2023-11-27,06,C08,ARTIP
20503540,SAS64U,SAS,A20N,ESSA,EBBR,440,350.0,L,2023-11-27,,,
20503564,AEA77CZ,AEA,A332,LEMD,EHAM,457,220.0,L,2023-11-27,06,D43,RIVER
20503586,BAW1DL,BAW,A320,EDDL,EGLL,439,320.0,S,2023-11-27,,,
20503609,AMC387,AMC,A319,EHAM,LMML,446,390.0,S,2023-11-27,,,
20503614,NJE486N,NJE,C68A,EHAM,EDDF,420,230.0,L,2023-11-27,,,
20503615,BIO01,BIO,P68,EHLE,EHLE,120,0.0,S,2023-11-27,,,
20503639,KLM7910,KLM,DA42,EHGG,EHGG,140,50.0,S,2023-11-27,05,,
20503650,TRA863Z,TRA,B738,EHAM,LGAV,446,410.0,L,2023-11-27,,,
20503651,RRR1359,RRR,B461,EGUB,EDDF,400,230.0,S,2023-11-27,,,
20503657,IBK54CA,IBK,B734,EKCH,EHAM,445,300.0,H,2023-11-27,36R,H06,ARTIP
20503673,EZY71TK,EZY,A20N,EHAM,EGKK,383,240.0,L,2023-11-27,,,
20503678,BIO08,BIO,P68,EHLE,EHLE,120,0.0,S,2023-11-27,,,
20503680,FOO8437,FOO,A321,LIMC,EHAM,449,340.0,S,2023-11-27,06,D52,RIVER
20503681,EJU16BZ,EJU,A320,LDSP,EHAM,374,200.0,L,2023-11-27,06,H02,RIVER
20503687,KLM1963,KLM,B738,EHAM,LSZH,450,330.0,L,2023-11-27,,,
20503689,QTR8202,QTR,B77L,EHAM,OTHH,485,310.0,S,2023-11-27,,,
20503719,SAS1594,SAS,A320,EBBR,EKCH,450,390.0,L,2023-11-27,,,
20503728,SAS48D,SAS,A321,EHAM,EKCH,450,390.0,L,2023-11-27,,,
20503731,RYR7BQ,RYR,B738,LEMG,EDLV,448,170.0,S,2023-11-27,,,
20503763,BEE1PD,BEE,E195,EGBB,EHAM,425,130.0,H,2023-11-27,06,D24,SUGOL
20503769,FIN29N,FIN,E190,EBBR,EFHK,448,410.0,S,2023-11-27,,,
20503770,TRA071,TRA,B737,EHAM,EKYT,430,390.0,L,2023-11-27,,,
20503773,NJE625M,NJE,F2TH,LTBA,EHBK,490,380.0,H,2023-11-27,21,AZ,
20503776,JEF33,JEF,CL60,EKCH,EHAM,459,400.0,H,2023-11-27,36R,GL,ARTIP
20503781,SAS1590,SAS,A20N,EBBR,ESSA,430,390.0,L,2023-11-27,,,
20503782,JEI313,JEI,LJ35,EHAM,EDDM,434,350.0,S,2023-11-27,,,
20503783,LOT2KY,LOT,A319,EPWA,EHAM,438,360.0,H,2023-11-27,36R,B15,ARTIP
20503851,AEA64BZ,AEA,A332,EHAM,LEMD,454,350.0,L,2023-11-27,,,
20503860,QAJ4908,QAJ,LJ45,EHBK,EDDK,422,210.0,L,2023-11-27,,,
20503870,LXA15P,LXA,C56X,EDDH,EHAM,420,280.0,H,2023-11-27,04,GL,ARTIP
20503875,PNX517,PNX,JS32,EHGG,EKCH,266,150.0,S,2023-11-27,,,
20503883,HTM26M,HTM,EC45,EDWS,EDWS,120,0.0,E,2023-11-27,,,
20503884,NHX01C,NHX,EC75,EHLY,EHKD,140,30.0,S,2023-11-27,,,
20503885,NJE606P,NJE,C68A,EHAM,LGTS,423,410.0,L,2023-11-27,,,
20503898,TRA224G,TRA,B738,LGZA,EHAM,452,380.0,L,2023-11-27,36R,B17,RIVER
20503901,KLM26V,KLM,B739,LPPT,EHAM,455,340.0,L,2023-11-27,06,D03,RIVER
20503912,TWG100,TWG,F406,EDDV,EGPD,230,200.0,S,2023-11-27,,,
20503915,KLM1592,KLM,B737,LIPE,EHAM,430,300.0,L,2023-11-27,36R,C10,ARTIP
20503920,BEL14W,BEL,CRJ9,EKCH,EBBR,448,370.0,H,2023-11-27,,,
20503929,SAS597,SAS,CRJ9,EKCH,EBBR,471,270.0,H,2023-11-27,,,
20503930,VLG8406,VLG,A321,EHAM,EGGW,420,240.0,S,2023-11-27,,,
20503932,KLM7940,KLM,DA42,EHGG,EHGG,140,50.0,S,2023-11-27,05,,
20503940,WHS3XH,WHS,A139,EDWE,EDWE,140,0.0,S,2023-11-27,,,
20503950,NJE963F,NJE,C56X,EDDM,EHAM,420,340.0,H,2023-11-27,36R,GL,ARTIP
20503973,SAS2591,SAS,A20N,ESSA,EBBR,440,350.0,L,2023-11-27,,,
20504001,BEE8RE,BEE,E75S,EGCC,EHAM,450,140.0,H,2023-11-27,06,D18,SUGOL
20504002,RCH368,RCH,C17,BIKF,ETAD,444,230.0,L,2023-11-27,,,
20504003,JEI212,JEI,LJ35,EHAM,EDDM,434,350.0,S,2023-11-27,,,
20504029,LOT268,LOT,A319,EHAM,EPWA,442,390.0,H,2023-11-27,,,
20504031,EUW9292,EUW,C680,EHRD,EGLF,432,240.0,L,2023-11-27,,,
20504052,IBK541B,IBK,B734,EHAM,EKCH,439,310.0,H,2023-11-27,,,
20504058,BEE9LB,BEE,E195,EHAM,EGBB,455,340.0,H,2023-11-27,,,
20504072,KLM32U,KLM,B738,LSZH,EHAM,389,180.0,L,2023-11-27,06,D43,RIVER
20504129,SAS2590,SAS,CRJ9,EBBR,EKCH,470,270.0,H,2023-11-27,,,
20504134,THY5XB,THY,A332,LTFM,EHAM,464,360.0,H,2023-11-27,06,E06,ARTIP
20504135,FIN2NC,FIN,E190,EFHK,EBBR,446,390.0,S,2023-11-27,,,
20504137,MPH8912,MPH,B744,HECA,EHAM,495,260.0,S,2023-11-27,06,S82,ARTIP
20504141,BEE5FK,BEE,DH8D,EGCC,EDDV,315,230.0,H,2023-11-27,,,
20504151,SHE76P,SHE,FA7X,HECA,EHRD,464,390.0,L,2023-11-27,24,JA,
20504172,BEE8EC,BEE,E75S,EHAM,EGCC,445,300.0,H,2023-11-27,,,
20504193,HKS306C,HKS,EC75,EHKD,EGSH,145,20.0,E,2023-11-27,,,
20504195,KLM77M,KLM,B739,EHAM,EGBB,449,340.0,L,2023-11-27,,,
20504206,VLG8407,VLG,A321,EGGW,EHAM,460,230.0,S,2023-11-27,06,D27,SUGOL
20504277,FDX9141,FDX,B752,LFPG,EHAM,459,240.0,L,2023-11-27,06,S87,RIVER
20504283,ABW126,ABW,B748,EHAM,UUEE,478,270.0,L,2023-11-27,,,
20504284,PNX518,PNX,JS32,EKCH,EHGG,267,160.0,S,2023-11-27,05,L,
20504295,VLJ36AP,VLJ,C550,EDLW,EIDW,362,340.0,S,2023-11-27,,,
20504307,EJU21BV,EJU,A319,LIMC,EHAM,439,380.0,L,2023-11-27,06,H01,ARTIP
20504315,TAY915E,TAY,B744,EHAM,EBLG,360,190.0,L,2023-11-27,,,
20504320,RAM8685,RAM,A320,EHAM,GMMW,455,370.0,S,2023-11-27,,,
20504340,NAF11,NAF,GLF4,KSAV,EHEH,450,410.0,L,2023-11-27,03,,
20504344,BEE7AD,BEE,DH8D,EDDV,EGCC,317,240.0,H,2023-11-27,,,
20504353,UPS6216,UPS,MD11,EDDK,KSDF,510,320.0,L,2023-11-27,,,
20504358,JEF33,JEF,CL60,EHAM,EFHK,459,410.0,H,2023-11-27,,,
20504359,TRA5620,TRA,B738,LIBD,EHAM,451,380.0,L,2023-11-27,06,D56,RIVER
20504365,THY3RY,THY,A332,EHAM,LTFM,462,410.0,H,2023-11-27,,,
20504367,RYR20FR,RYR,B738,EDDN,EGSS,374,240.0,S,2023-11-27,,,
20504376,AHO9857,AHO,FA7X,EHAM,LFMN,491,370.0,H,2023-11-27,,,
20504377,TRA686J,TRA,B738,LGAV,EHAM,448,360.0,L,2023-11-27,06,D55,ARTIP
20504395,TRA34J,TRA,B738,LEAL,EHAM,376,320.0,L,2023-11-27,,,
20504400,TRA43T,TRA,B738,LATI,EHAM,436,300.0,L,2023-11-27,06,E05,RIVER
20504403,TRA750P,TRA,B738,GMMN,EHAM,451,360.0,L,2023-11-27,,,
20504406,TRA675Y,TRA,B738,LPFR,EHAM,451,340.0,L,2023-11-27,,,
20504407,TRA1208,TRA,B738,LBBG,EHAM,447,260.0,L,2023-11-27,,,
20504408,CND392,CND,B738,LEMG,EHAM,383,240.0,L,2023-11-27,,,
20504409,TFL548,TFL,A320,GCLP,EHAM,455,320.0,H,2023-11-27,,,
20504411,TRA5954,TRA,B738,LPPT,EHAM,453,360.0,L,2023-11-27,,,
20504414,BCS1446,BCS,A332,EDDP,EHAM,450,240.0,S,2023-11-27,,,
20504415,TRA70G,TRA,B738,GMMX,EHAM,449,380.0,L,2023-11-27,,,
20504419,KLM428,KLM,B772,OMDB,EHAM,493,340.0,L,2023-11-27,,,
20504420,EZY2352,EZY,A320,EHAM,EGGW,398,240.0,L,2023-11-27,,,
20504421,MPH8372,MPH,B744,HKJK,EHAM,497,320.0,L,2023-11-27,,,
20504423,KLM588,KLM,A333,DNMM,EHAM,471,360.0,L,2023-11-27,,,
20504424,EZY69VT,EZY,A320,EHAM,EGGW,387,240.0,L,2023-11-27,,,
21010734,TRA55B,TRA,B738,EHAM,LGAV,444,370.0,L,2023-11-27,,,
21010735,TRA509B,TRA,B738,EHAM,LGZA,441,370.0,L,2023-11-27,,,
21010737,UAL2768,UAL,B77W,KSFO,EHAM,482,350.0,L,2023-11-27,06,J83,SUGOL
21010743,CSN5203,CSN,B77L,ZSPD,EHAM,483,276.0,L,2023-11-27,06,R80,ARTIP
21010745,TRA45K,TRA,B738,EHAM,LGKO,445,370.0,L,2023-11-27,,,
21010747,TRA1527,TRA,B738,EHAM,LGIR,444,370.0,L,2023-11-27,,,
21010748,CSN5237,CSN,B77L,ZGGG,EHAM,483,276.0,L,2023-11-27,06,R81,ARTIP
21010752,TRA652P,TRA,B738,EHAM,GCLP,446,390.0,L,2023-11-27,,,
21010754,TRA90K,TRA,B738,EHAM,LEVC,449,390.0,L,2023-11-27,,,
21010757,SIA7374,SIA,B744,OMSJ,EHAM,525,300.0,L,2023-11-27,06,R74,ARTIP
21010761,KLM672,KLM,B789,CYUL,EHAM,487,390.0,L,2023-11-27,06,F05,SUGOL
21010762,KLM736,KLM,B78X,TNCC,EHAM,487,230.0,L,2023-11-27,06,E19,SUGOL
21010763,TRA70H,TRA,B738,EHAM,LPPR,449,410.0,L,2023-11-27,,,
21010765,KLM194,KLM,B772,KIAH,EHAM,485,390.0,L,2023-11-27,06,G08,SUGOL
21010766,RCH825,RCH,C17,KBGR,ETAD,431,290.0,L,2023-11-27,,,
21010774,TRA6215,TRA,B738,EHEH,GCTS,423,330.0,L,2023-11-27,,,
21010775,TRA85T,TRA,B738,EHAM,GCRR,448,390.0,L,2023-11-27,,,
21010776,EJU19XH,EJU,A320,EHAM,EGKK,381,240.0,L,2023-11-27,,,
21010777,TRA576C,TRA,B738,EHAM,LEGE,445,390.0,L,2023-11-27,,,
21010779,EJU84NM,EJU,A320,EHAM,LGKR,440,370.0,L,2023-11-27,,,
21010780,KLM872,KLM,B77W,VIDP,EHAM,481,260.0,L,2023-11-27,06,F07,ARTIP
21010784,KLM220,KLM,B772,CYVR,EHAM,485,170.0,L,2023-11-27,06,E07,SUGOL
21010790,FRH502,FRH,B744,EBLG,ENGM,483,390.0,S,2023-11-27,,,
21010799,TRA30Q,TRA,B737,EHRD,LPFR,445,410.0,L,2023-11-27,,,
21010800,TRA907K,TRA,B738,EHEH,LGIR,354,190.0,L,2023-11-27,,,
21010809,KLM71F,KLM,B737,EHAM,LPPT,449,390.0,L,2023-11-27,,,
21010810,AFR12JB,AFR,A320,LFPG,EHAM,371,220.0,H,2023-11-27,06,C11,RIVER
21010816,JSH650,JSH,C650,LHBP,EHLE,452,380.0,S,2023-11-27,05,D2,
21010828,UAL2810,UAL,B77W,KORD,EHAM,485,350.0,L,2023-11-27,06,J84,SUGOL
21010841,CAO1001,CAO,B77L,ZUCK,EHAM,489,260.0,L,2023-11-27,06,R77,ARTIP
21010842,GAF592,GAF,A310,EDDK,KIAD,458,360.0,H,2023-11-27,,,
21010846,SWR724,SWR,A20N,LSZH,EHAM,426,180.0,L,2023-11-27,06,C10,RIVER
21010849,AUA3LE,AUA,A319,LOWW,EHAM,457,300.0,H,2023-11-27,06,B15,ARTIP
21010859,WZZ1A,WZZ,A321,EPKT,EHEH,384,380.0,L,2023-11-27,21,3,
21010865,KLM1007,KLM,E75L,EHAM,EGLL,374,240.0,L,2023-11-27,,,
21010868,LOT265,LOT,E190,EPWA,EHAM,455,280.0,H,2023-11-27,06,B35,ARTIP
21010876,THY4KU,THY,A333,LTFM,EHAM,469,380.0,L,2023-11-27,06,G09,ARTIP
21010877,CKK217,CKK,B77L,ZSPD,EHAM,490,280.0,L,2023-11-27,06,R82,ARTIP
21010880,FIN47U,FIN,E190,EFHK,EHAM,457,400.0,S,2023-11-27,06,C12,ARTIP
21010885,NJE674R,NJE,GL5T,EHAM,LGTS,493,430.0,L,2023-11-27,,,
21010899,WZZ4862,WZZ,A320,LHDC,EHEH,445,380.0,L,2023-11-27,21,6,
21010900,SVA941,SVA,B744,OEJN,EHBK,504,340.0,L,2023-11-27,03,B3,
21010901,JEF44,JEF,G150,EBBR,EETN,449,370.0,L,2023-11-27,,,
21010911,WZZ6627,WZZ,A320,LATI,EHEH,450,220.0,L,2023-11-27,03,8,
21010916,UAL2767,UAL,B77W,EHAM,KSFO,481,340.0,L,2023-11-27,,,
21010917,EJU48YK,EJU,A320,EGKK,EHAM,460,230.0,L,2023-11-27,06,H05,SUGOL
21010921,KLM85A,KLM,E190,EHAM,EPWA,431,350.0,H,2023-11-27,,,
21010924,KLM1503,KLM,B738,EHAM,LEVC,460,370.0,L,2023-11-27,,,
21010926,KLM1651,KLM,B737,EHAM,LIPZ,446,390.0,L,2023-11-27,,,
21010938,FYG83S,FYG,FA8X,EBAW,EHAM,319,130.0,L,2023-11-27,04,GL,RIVER
21010940,WZZ6008,WZZ,A321,EHEH,EYKA,381,230.0,L,2023-11-27,,,
21010943,GAC523D,GAC,C510,EGBJ,EHAM,340,290.0,S,2023-11-27,04,GL,SUGOL
21010945,KLM771,KLM,A333,TNCA,EHAM,470,410.0,L,2023-11-27,06,E24,SUGOL
21010950,KLM91J,KLM,B737,EHAM,EDDS,451,410.0,L,2023-11-27,,,
21010961,KLM51Z,KLM,E75L,EHAM,ENBR,414,370.0,L,2023-11-27,,,
21010966,AFR124M,AFR,A320,EHAM,LFPG,403,270.0,H,2023-11-27,,,
21010974,QTR983U,QTR,B748,OTHH,EHAM,461,180.0,S,2023-11-27,06,S87,ARTIP
21010976,SWR77E,SWR,A20N,EHAM,LSZH,448,390.0,L,2023-11-27,,,
21010977,WZZ1302,WZZ,A320,EHEH,EPPO,369,230.0,L,2023-11-27,,,
21010982,NHX05B,NHX,EC55,EBOS,EHMZ,130,0.0,S,2023-11-27,,,
21010990,AUA372G,AUA,A319,EHAM,LOWW,449,390.0,H,2023-11-27,,,
21010997,AZE51MI,AZE,E50P,LSZH,EHAM,382,320.0,L,2023-11-27,04,GL,RIVER
21010998,FYG11N,FYG,C680,EBAW,EHAM,432,230.0,L,2023-11-27,,GL,RIVER
21011003,KLM644,KLM,B78X,KJFK,EHAM,487,390.0,L,2023-11-27,06,F03,SUGOL
21011012,KLM1009,KLM,E190,EHAM,EGLL,388,240.0,L,2023-11-27,,,
21011026,CAO1069,CAO,B744,ZSCN,EBLG,491,331.0,L,2023-11-27,,,
21011028,WZZ6628,WZZ,A320,EHEH,LATI,383,230.0,L,2023-11-27,,,
21011030,CSN5204,CSN,B77L,EHAM,ZSPD,489,310.0,L,2023-11-27,,,
21011037,LOT266,LOT,E190,EHAM,EPWA,448,390.0,H,2023-11-27,,,
21011047,ETH3725,ETH,B77L,LEZG,EHBK,483,400.0,H,2023-11-27,03,D3,
21011049,LXG55CE,LXG,E55P,EHAM,LEAL,421,410.0,L,2023-11-27,,,
21011056,UAL2811,UAL,B77W,EHAM,KORD,481,360.0,L,2023-11-27,,,
21011068,SIA7373,SIA,B744,EHAM,OMSJ,501,330.0,L,2023-11-27,,,
21011081,KLM87B,KLM,B738,EHAM,EDDH,475,270.0,L,2023-11-27,,,
21011085,WKT56,WKT,DA42,EGNE,EGSH,134,70.0,H,2023-11-27,,,
21011086,KLM7926,KLM,DA42,EBOS,EHGG,150,60.0,S,2023-11-27,23,,
21011090,FYG41S,FYG,FA8X,EHAM,LIRA,478,410.0,L,2023-11-27,,,
21011094,TRA63R,TRA,B738,EHRD,LDSP,446,390.0,L,2023-11-27,,,
21011101,KLM7908,KLM,DA42,EHGG,EBOS,150,100.0,S,2023-11-27,,,
21011116,KLM1008,KLM,E75L,EGLL,EHAM,450,230.0,L,2023-11-27,06,A51,SUGOL
21011117,WZZ600,WZZ,A320,EVRA,EHEH,407,380.0,L,2023-11-27,03,2,
21011118,PCT384,PCT,D228,ETMN,ETMN,160,0.0,S,2023-11-27,,,
21011121,TRA29T,TRA,B738,LEVC,EHAM,449,380.0,L,2023-11-27,06,D44,RIVER
21011122,AUI1101,AUI,E190,UKBB,EHAM,440,260.0,S,2023-11-27,06,G08,ARTIP
21011130,MHV1B,MHV,GLEX,EHAM,FTTJ,490,410.0,L,2023-11-27,,,
21011131,CSN5238,CSN,B77L,EHAM,ZGGG,493,290.0,L,2023-11-27,,,
21011136,THY9JQ,THY,A333,EHAM,LTFM,460,330.0,L,2023-11-27,,,
21011143,JME306A,JME,E55P,EPMO,EHAM,407,410.0,H,2023-11-27,27,GL,ARTIP
